kalshi_ticker,kalshi_strike_price,product_id,coinbase_dir,coinbase_old_price,coinbase_new_price,coinbase_delta_usd,coinbase_anchor_exchange_ts_ms,coinbase_anchor_local_ts_ms,coinbase_anchor_sequence_num,coinbase_exchange_ts_ms,coinbase_local_ts_ms,coinbase_sequence_num,coinbase_window_ms,trigger_yes_bid,trigger_yes_ask,trigger_no_bid,trigger_no_ask,opportunity_side,trigger_entry_price_cents,trigger_entry_spread_cents,first_response_type,first_response_ts_ms,first_response_lag_ms,first_yes_bid_after,first_no_bid_after,first_yes_ask_after,first_no_ask_after,best_yes_bid_post,best_yes_ask_post,best_no_bid_post,best_no_ask_post,best_favorable_entry_edge_cents,best_favorable_exit_edge_cents,min_pair_cost_cents,min_pair_cost_ts_ms
KXBTC15M-26MAR102315-15,69791.54,BTC-USD,down,69761.16,69750.00,-11.16,1773198204052,1773198207692,4496,1773198205050,1773198208690,4500,1000,37,38,62,63,buy_no,63,1,yes_bid_down,1773198209670,980,36,62,38,64,42,43,64,65,2,1,99,1773198209737
KXBTC15M-26MAR102315-15,69791.54,BTC-USD,down,69771.81,69760.94,-10.87,1773198215784,1773198219425,4559,1773198216554,1773198220196,4566,1000,41,42,58,59,buy_no,59,1,yes_bid_down,1773198221530,1334,40,58,42,60,41,42,62,64,5,3,97,1773198221814
KXBTC15M-26MAR102315-15,69791.54,BTC-USD,up,69741.64,69753.44,11.80,1773198235588,1773198239232,4684,1773198236549,1773198240190,4689,1000,33,34,66,67,buy_yes,34,1,,,,,,,,33,34,68,69,0,0,101,1773198240191
KXBTC15M-26MAR102315-15,69791.54,BTC-USD,down,69727.69,69716.52,-11.17,1773198242553,1773198246199,4722,1773198243532,1773198247179,4727,1000,27,28,72,73,buy_no,73,1,yes_bid_down,1773198247875,696,26,72,28,74,27,28,80,81,8,7,93,1773198251491
KXBTC15M-26MAR102315-15,69791.54,BTC-USD,up,69680.35,69706.24,25.89,1773198250059,1773198253701,4768,1773198250812,1773198254454,4774,1000,21,22,78,79,buy_yes,22,1,no_bid_down,1773198255164,710,21,77,23,79,25,26,78,79,4,3,97,1773198255869
KXBTC15M-26MAR102315-15,69791.54,BTC-USD,down,69720.21,69710.00,-10.21,1773198256805,1773198260448,4806,1773198257804,1773198261446,4813,1000,27,29,71,73,buy_no,73,2,no_bid_up,1773198264848,3402,27,72,28,73,28,29,73,74,1,0,100,1773198264924
KXBTC15M-26MAR102315-15,69791.54,BTC-USD,up,69718.00,69736.30,18.30,1773198282551,1773198286194,4954,1773198283551,1773198287194,4961,1000,29,30,70,71,buy_yes,30,1,,,,,,,,29,30,72,74,0,0,101,1773198287217
KXBTC15M-26MAR102315-15,69791.54,BTC-USD,up,69736.21,69746.37,10.16,1773198309803,1773198313447,5089,1773198310790,1773198314433,5093,1000,31,32,68,69,buy_yes,32,1,no_bid_down,1773198315724,1291,31,67,33,69,32,33,70,71,1,0,100,1773198315751
KXBTC15M-26MAR102315-15,69791.54,BTC-USD,down,69749.99,69735.00,-14.99,1773198339302,1773198342947,5218,1773198340066,1773198343716,5222,1000,32,34,66,68,buy_no,68,2,,,,,,,,34,35,66,68,0,0,102,1773198343747
KXBTC15M-26MAR102315-15,69791.54,BTC-USD,up,69760.00,69772.00,12.00,1773198377304,1773198380949,5383,1773198378255,1773198381900,5388,1000,41,42,58,59,buy_yes,42,1,no_bid_down,1773198382046,146,41,57,43,59,43,44,58,60,2,1,99,1773198385191
KXBTC15M-26MAR102315-15,69791.54,BTC-USD,up,69763.00,69779.05,16.05,1773198383290,1773198386935,5416,1773198383544,1773198387190,5418,1000,42,43,57,58,buy_yes,43,1,no_bid_down,1773198387297,107,42,56,44,58,49,50,57,58,7,6,94,1773198391279
KXBTC15M-26MAR102315-15,69791.54,BTC-USD,up,69780.00,69790.02,10.02,1773198401583,1773198405229,5520,1773198402551,1773198406198,5526,1000,47,49,51,53,buy_yes,49,2,yes_bid_up,1773198407272,1074,48,51,49,52,48,50,51,54,1,0,101,1773198407272
KXBTC15M-26MAR102315-15,69791.54,BTC-USD,down,69793.39,69777.00,-16.39,1773198411804,1773198415450,5584,1773198412802,1773198416449,5589,1000,41,42,58,59,buy_no,59,1,yes_bid_down,1773198417562,1113,40,58,42,60,41,42,65,66,7,6,94,1773198421061
KXBTC15M-26MAR102315-15,69791.54,BTC-USD,down,69755.44,69744.42,-11.02,1773198422052,1773198425698,5632,1773198422808,1773198426454,5638,1000,30,31,69,70,buy_no,70,1,yes_bid_down,1773198426476,22,29,69,31,71,30,31,74,75,5,4,96,1773198427232
KXBTC15M-26MAR102315-15,69791.54,BTC-USD,down,69716.53,69701.34,-15.19,1773198467301,1773198470949,5846,1773198468065,1773198471713,5851,1000,16,17,83,84,buy_no,84,1,,,,,,,,21,22,83,84,0,0,101,1773198471730
KXBTC15M-26MAR102315-15,69791.54,BTC-USD,down,69722.73,69709.00,-13.73,1773198475301,1773198478949,5894,1773198476061,1773198479709,5899,1000,22,23,77,78,buy_no,78,1,,,,,,,,24,26,77,78,0,0,101,1773198479716
KXBTC15M-26MAR102315-15,69791.54,BTC-USD,up,69715.39,69730.46,15.07,1773198483304,1773198486953,5935,1773198484285,1773198487933,5940,1000,22,24,76,78,buy_yes,24,2,yes_bid_up,1773198489931,1998,23,76,24,77,28,29,77,78,5,4,96,1773198492458
KXBTC15M-26MAR102315-15,69791.54,BTC-USD,down,69751.41,69726.21,-25.20,1773198494803,1773198498451,5998,1773198495786,1773198499435,6003,1000,23,25,75,77,buy_no,77,2,no_bid_up,1773198499627,192,23,76,24,77,24,25,76,77,0,0,101,1773198499627
KXBTC15M-26MAR102315-15,69791.54,BTC-USD,down,69751.50,69722.63,-28.87,1773198515550,1773198519200,6093,1773198516532,1773198520181,6099,1000,27,31,69,73,buy_no,73,4,no_bid_up,1773198520290,109,27,72,28,73,27,31,80,81,8,7,93,1773198521945
KXBTC15M-26MAR102315-15,69791.54,BTC-USD,up,69715.44,69733.96,18.52,1773198526304,1773198529954,6148,1773198527074,1773198530725,6154,1000,23,24,76,77,buy_yes,24,1,no_bid_down,1773198533890,3165,23,75,25,77,24,25,76,77,1,0,100,1773198533924
